score,modifications,signal_pairing,chassis
83.55,range_p+1_0.5_r+5_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
126.16,range_p+1_0.5_r+6.5_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
124.41,range_p+0_0.5_r+5.5_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
327.52,range_p+0.5_0.5_r+6.5_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
327.42,range_p+-1_0.5_r+6_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
105.28,range_p+-1_0.5_r+7_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
196.82,range_p+-0.5_0.5_r+7_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
167.56,range_p+-0.5_0.5_r+6_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
145.2,range_p+-1_0.5_r+6.5_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
184.18,range_p+0_0.5_r+5_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
174.33,range_p+-0.5_0.5_r+5.5_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
327.75,range_p+-0.5_0.5_r+6.5_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
158.2,range_p+-1_0.5_r+5_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
327.58,range_p+1_0.5_r+6_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
165.36,range_p+1_0.5_r+7_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
161.15,range_p+-1_0.5_r+5.5_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
327.76,range_p+0.5_0.5_r+5_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
1365.04,range_p+1_0.5_r+6.5_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
619.63,range_p+0_0.5_r+5.5_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
538.55,range_p+0.5_0.5_r+6_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
1366.25,range_p+0.5_0.5_r+7_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
294.32,range_p+-0.5_0.5_r+6.5_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
771,range_p+0_0.5_r+5_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
1533.86,range_p+-0.5_0.5_r+7_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
1533.86,range_p+-0.5_0.5_r+6_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
286.33,range_p+-1_0.5_r+6.5_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
1113.84,range_p+-1_0.5_r+7_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
480.33,range_p+-1_0.5_r+6_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
806.64,range_p+1_0.5_r+5_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
1365.22,range_p+0.5_0.5_r+5.5_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
1341.31,range_p+0_0.5_r+6_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
655.23,range_p+0_0.5_r+7_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
575.62,range_p+0.5_0.5_r+6.5_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
1259.56,range_p+0.5_0.5_r+5_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
1144.94,range_p+-1_0.5_r+5.5_0.5.json,"['TetR', 'CinR']",Eco1C2G2T2
317.99,range_p+0.5_0.5_r+7_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
146.2,range_p+0.5_0.5_r+6_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
743.52,range_p+1_0.5_r+6.5_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
1318.55,range_p+0_0.5_r+5.5_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
1259.38,range_p+0.5_0.5_r+6_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
484.57,range_p+0.5_0.5_r+7_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
299.7,range_p+1_0.5_r+5_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
177.85,range_p+1_0.5_r+6.5_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
156.5,range_p+0_0.5_r+5.5_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
179.5,range_p+0.5_0.5_r+6.5_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
1066.88,range_p+-0.5_0.5_r+6.5_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
1317.05,range_p+0_0.5_r+5_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
295.42,range_p+-1_0.5_r+6_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
295.42,range_p+-1_0.5_r+7_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
193.15,range_p+-0.5_0.5_r+7_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
155.59,range_p+-0.5_0.5_r+6_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
1125.89,range_p+-0.5_0.5_r+7_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
1526.16,range_p+-0.5_0.5_r+6_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
484.9,range_p+-1_0.5_r+6.5_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
105.19,range_p+-1_0.5_r+6.5_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
321.77,range_p+0_0.5_r+5_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
99.42,range_p+-0.5_0.5_r+5.5_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
1444.25,range_p+-1_0.5_r+7_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
1028.57,range_p+-1_0.5_r+6_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
294.11,range_p+1_0.5_r+5_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
671.4,range_p+0.5_0.5_r+5.5_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
1300.26,range_p+0_0.5_r+6_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
502.18,range_p+0_0.5_r+7_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
317.65,range_p+-0.5_0.5_r+6.5_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
127.68,range_p+-1_0.5_r+5_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
294.27,range_p+0.5_0.5_r+6.5_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
299.7,range_p+1_0.5_r+6_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
177.85,range_p+1_0.5_r+7_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
315.39,range_p+0.5_0.5_r+5_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
127.68,range_p+-1_0.5_r+5.5_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
176.44,range_p+0.5_0.5_r+5_0.5.json,"['TetR', 'LuxR']",Eco1C1G1T1
1102.37,range_p+-1_0.5_r+5.5_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
589.91,range_p+1_0.5_r+7_0.5.json,"['TetR', 'LuxR']",Eco1C2G2T2
4.99,range_p+-1_0.5_r+5_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
4.99,range_p+-1_0.5_r+5.5_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
10.57,range_p+-0.5_0.5_r+5.5_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
70.43,range_p+0.5_0.5_r+5_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
83.66,range_p+1_0.5_r+7_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
83.66,range_p+1_0.5_r+6_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
70.43,range_p+0.5_0.5_r+5.5_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
10.57,range_p+-0.5_0.5_r+5_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
35.34,range_p+0_0.5_r+6.5_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
35.34,range_p+0_0.5_r+6_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
35.34,range_p+0_0.5_r+7_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
83.66,range_p+1_0.5_r+5.5_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
67.88,range_p+0.5_0.5_r+7_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
70.43,range_p+0.5_0.5_r+6_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
81.34,range_p+1_0.5_r+5_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
81.34,range_p+1_0.5_r+6.5_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
35.34,range_p+0_0.5_r+5.5_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
4.99,range_p+-1_0.5_r+7_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
4.99,range_p+-1_0.5_r+6_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
70.43,range_p+0.5_0.5_r+6.5_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
35.34,range_p+0_0.5_r+5_0.5.json,"['Van', 'Nar']",Eco2C1G3T1
209.18,range_p+-1_0.5_r+5_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
209.54,range_p+-1_0.5_r+5.5_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
274.55,range_p+-0.5_0.5_r+5.5_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
397.85,range_p+0.5_0.5_r+5_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
412.75,range_p+1_0.5_r+7_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
391.9,range_p+1_0.5_r+6_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
408.49,range_p+0.5_0.5_r+5.5_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
318.45,range_p+-0.5_0.5_r+5_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
382.64,range_p+0_0.5_r+6.5_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
382.64,range_p+0_0.5_r+6_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
382.64,range_p+0_0.5_r+7_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
412.75,range_p+1_0.5_r+5.5_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
397.85,range_p+0.5_0.5_r+7_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
408.49,range_p+0.5_0.5_r+6_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
412.75,range_p+1_0.5_r+5_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
412.75,range_p+1_0.5_r+6.5_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
382.64,range_p+0_0.5_r+5.5_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
87.44,range_p+-1_0.5_r+7_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
209.18,range_p+-1_0.5_r+6_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
408.49,range_p+0.5_0.5_r+6.5_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
382.64,range_p+0_0.5_r+5_0.5.json,"['Van', 'OHC14']",Eco2C1G3T1
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
